question_number,course_id,option_letter,option_text,is_correct
1286,206,B,Total number of items,False
1286,206,C,Hash totals,True
1286,206,D,Aggregate monetary amount,False
1287,206,A,The transactions are in double integer format.,False
1287,206,B,The transaction amounts are selected randomly without restriction.,False
1287,206,C,The transaction analysis is limited to transactions within standard deviation.,False
1287,206,D,The transactions are all in the same currency.,True
1288,206,A,Network traffic logs,False
1288,206,B,Deep packet inspection,True
1288,206,C,Data inventory,False
1288,206,D,Proprietary encryption,False
1289,206,A,"Request that the IT manager be removed from the remaining meetings and future
audits.",False
1289,206,B,"Modify the finding to include the IT manager's comments and inform the audit manager
of the changes.",False
1289,206,C,Remove the finding from the report and continue presenting the remaining findings.,False
1289,206,D,Provide the evidence which supports the finding and keep the finding in the report.,True
1290,206,A,The mobile authentication policy requires biometrics.,False
1290,206,B,"The virtual private network (VPN) policy is not enabled for the internal corporate
network.",False
1290,206,C,Not all active devices are enrolled in mobile device management (MDM).,True
1290,206,D,Remote wipe and lock features are only available with access to the internet.,False
1291,206,A,Include the user termination process in all upcoming audits.,False
1291,206,B,Review user termination process changes.,False
1291,206,C,Review the internal audit sampling methodology.,True
1291,206,D,Review control self-assessment (CSA) results.,False
1292,206,A,Detecting processing errors in a timely manner,True
1292,206,B,Identifying configuration flaws in operating systems,False
1292,206,C,Managing the usability and capacity of IT resources,False
1292,206,D,Generating exception reports to assess security compliance,False
1293,206,A,Ineffective incident detection,True
1293,206,B,Ineffective incident dashboard,False
1293,206,C,Ineffective incident classification,False
1293,206,D,Ineffective post-incident review,False
1294,206,A,Internal audit activity conforms with audit standards and methodology.,True
1294,206,B,The audit function is adequately governed and meets performance metrics.,False
1294,206,C,Inherent risk in audits is minimized.,False
1294,206,D,Audit resources are used most effectively.,False
1295,206,A,Web application firewall (WAF) implementation,False
1295,206,B,Penetration test results,True
1295,206,C,Code review by a third party,False
1295,206,D,Database application monitoring logs,False
1296,206,A,Write-protecting media that contains evidence,True
1296,206,B,Creating digital images of the media that contains evidence,False
1296,206,C,Generating hash values of evidence files on media,False
1296,206,D,Maintaining the chain of custody for digital evidence,False
1297,206,A,Badge identification worn by visitors,False
1297,206,B,Escort requirement for visitor access,True
1297,206,C,Management approval of visitor access,False
1297,206,D,Verification of visitor identification,False
1298,206,A,information system investment is retired.,False
1298,206,B,information system has reached end of life.,False
1298,206,C,formal investment decision is approved.,False
1298,206,D,benefits have been fully realized.,True
1299,206,A,Key performance indicators (KPIs),False
1299,206,B,Mean time to restore (MTTR),False
1299,206,C,Maximum allowable downtime (MAD),True
1299,206,D,Recovery point objective (RPO),False
1300,206,A,Activity log for the account,True
1300,206,B,Interview with the user's manager,False
1300,206,C,Last logon date for the account,False
1300,206,D,Documented approval for the account,False
1301,206,A,Threat modeling,True
1301,206,B,Concept mapping,False
1301,206,C,Prototyping,False
1301,206,D,Threat intelligence,False
1302,206,A,the organization's network.,False
1302,206,B,the demilitarized zone (DMZ).,False
1302,206,C,the Internet.,True
1302,206,D,the organization's web server.,False
1303,206,A,System virtualization,False
1303,206,B,Job scheduling,True
1303,206,C,Zero Trust,False
1303,206,D,Code optimization,False
1304,206,A,Audit charter,True
1304,206,B,Annual audit plan,False
1304,206,C,Engagement letter,False
1304,206,D,Audit scope letter,False
1305,206,A,Scalability,False
1305,206,B,Maintainability,False
1305,206,C,Nonrepudiation,False
1305,206,D,Privacy,True
1306,206,A,Implementing policies that prohibit the use of unauthorized systems and solutions,True
1306,206,B,Training employees on information security and conducting routine follow-ups,False
1306,206,C,Providing employees with access to necessary systems and unlimited software licenses,False
1306,206,D,Conducting regular security assessments to identify unauthorized systems and solutions,False
1307,206,A,Wi-Fi Protected Access 3 (WPA3),True
1307,206,B,Data Encryption Standard (DES),False
1307,206,C,Wired Equivalent Privacy (WEP),False
1307,206,D,Secure Sockets Layer (SSL),False
1308,206,A,The transfer protocol does not require authentication.,True
1308,206,B,The quality of the data is not monitored.,False
1308,206,C,Imported data is not disposed of frequently.,False
1308,206,D,The transfer protocol is not encrypted.,False
1309,206,A,The auditor should act as a program facilitator.,True
1309,206,B,The auditor should focus on improving process productivity,False
1309,206,C,The auditor should perform detailed audit procedures,False
1309,206,D,The auditor's presence replaces the audit responsibilities of other team members.,False
1310,206,A,High number of low-risk findings in the audit report,False
1310,206,B,Increasing exceptions approved by management,True
1310,206,C,Increasing complexity of business transactions,False
1310,206,D,Completion of annual IT risk assessment,False
1311,206,A,Standards,False
1311,206,B,Guidelines,False
1311,206,C,Policies,False
1311,206,D,Procedures,True
1312,206,A,Reduced costs associated with automating the review,False
1312,206,B,Increased likelihood of detecting suspicious activity,True
1312,206,C,Ease of storing and maintaining log file,False
1312,206,D,Ease of log retrieval for audit purposes,False
1313,206,A,Printing of scan files,False
1313,206,B,File movement detection,False
1313,206,C,Enforcement of access policies,False
1313,206,D,Storage-scanning technology,True
1314,206,A,Reviewing results from simulated high-demand stress test scenarios,True
1314,206,B,Performing a root cause analysis for past performance incidents,False
1314,206,C,Anticipating current service level agreements (SLAs) will remain unchanged,False
1314,206,D,Duplicating existing disk drive systems to improve redundancy and data storage,False
